City,Date,PM2.5,PM10,NO2,SO2,CO,O3,NO,NOx,NH3,AQI
Gurugram,2016-07-02,304.69,45.62,10.41,11.81,1.14,9.84,16.64,14.05,18.26,419.0
Gurugram,2016-07-03,78.56,45.62,52.826,10.04,0.27,30.93,51.15,47.62,18.26,419.0
Gurugram,2016-07-04,78.56,45.62,39.56,19.65,1.16,31.06,12.94,19.79,18.26,419.0
Gurugram,2016-07-05,104.17,45.62,7.55,4.43,1.23,38.24,1.91,7.34,18.26,224.0
Gurugram,2016-07-06,101.21,45.62,6.56,2.18,0.3,47.53,3.43,4.93,18.26,224.0
Gurugram,2016-07-07,101.21,45.62,7.0,1.88,0.37,43.75,3.99,4.95,18.26,224.0
Gurugram,2016-07-08,101.21,45.62,7.0,1.88,0.0,43.75,3.99,6.97,18.26,224.0
Gurugram,2016-07-09,101.21,45.62,7.0,1.88,0.0,43.75,3.99,6.97,18.26,52.0
Gurugram,2016-07-10,95.82,45.62,7.0,2.66,0.51,21.04,3.99,6.97,18.26,226.0
Gurugram,2016-07-11,316.835,45.62,10.1,6.0,0.51,16.66,7.91,6.97,18.26,443.35
Gurugram,2016-07-12,316.835,45.62,10.16,4.99,0.51,11.71,7.94,6.97,18.26,443.35
Gurugram,2016-08-01,316.835,45.62,10.07,11.32,0.82,1.6,17.47,14.86,18.26,443.35
Gurugram,2016-08-02,316.835,45.62,19.2,19.44,1.02,13.55,17.47,12.64,18.26,443.35
Gurugram,2016-08-03,97.88,45.62,34.12,9.58,1.02,28.46,13.69,17.26,18.26,244.0
Gurugram,2016-08-04,115.6,45.62,46.36,15.05,1.39,33.45,11.28,20.65,18.26,244.0
Gurugram,2016-08-05,100.13,45.62,4.84,5.03,1.32,52.92,1.92,6.92,18.26,252.0
Gurugram,2016-08-06,69.08,45.62,7.41,3.46,0.51,47.61,3.33,4.92,18.26,161.0
Gurugram,2016-08-07,69.08,45.62,6.82,1.88,0.33,43.29,3.99,4.95,18.26,161.0
Gurugram,2016-08-08,69.08,45.62,6.82,1.88,0.0,43.29,3.99,6.97,18.26,161.0
Gurugram,2016-08-09,69.08,45.62,6.82,1.88,0.0,43.29,3.99,6.97,18.26,161.0
Gurugram,2016-08-10,96.77,45.62,6.82,2.63,0.52,23.95,3.99,6.97,18.26,236.0
Gurugram,2016-08-11,150.09,45.62,10.1,3.64,0.52,30.91,8.44,6.97,18.26,304.0
Gurugram,2016-08-12,161.45,45.62,10.19,4.18,0.52,6.13,7.88,6.97,18.26,411.0
Gurugram,2016-09-01,161.45,45.62,8.73,6.06,0.52,1.54,17.79,14.56,18.26,411.0
Gurugram,2016-09-02,161.45,45.62,8.73,6.02,1.4,3.57,17.79,14.56,18.26,411.0
Gurugram,2016-09-03,316.835,45.62,40.8,7.28,1.36,21.86,20.24,36.5,18.26,442.0
Gurugram,2016-09-04,99.83,45.62,52.826,22.017499999999995,2.05,36.16,37.58,39.6,18.26,266.0
Gurugram,2016-09-05,77.1,45.62,11.53,1.84,1.15,51.85,1.81,9.2,18.26,183.0
Gurugram,2016-09-06,139.85,45.62,7.07,3.44,0.33,28.95,2.19,4.95,18.26,133.0
Gurugram,2016-09-07,139.85,45.62,7.12,1.85,0.33,58.05,3.99,4.98,18.26,133.0
Gurugram,2016-09-08,139.85,45.62,7.12,1.85,0.0,58.05,3.99,6.94,18.26,133.0
Gurugram,2016-09-09,37.12,45.62,7.12,4.56,0.29,10.04,3.99,6.94,18.26,133.0
Gurugram,2016-09-10,88.97,45.62,7.12,2.79,0.5,42.57,3.99,6.94,18.26,205.0
Gurugram,2016-09-11,291.49,45.62,10.24,13.25,0.5,6.4,7.64,6.94,18.26,340.0
Gurugram,2016-09-12,228.9,45.62,10.34,6.83,0.5,15.43,7.9,6.94,18.26,360.0
Gurugram,2016-10-01,228.9,45.62,10.34,6.83,0.5,15.43,7.9,6.94,18.26,360.0
Gurugram,2016-10-02,228.9,45.62,14.07,14.77,0.45,24.32,7.9,9.56,18.26,360.0
Gurugram,2016-10-03,316.835,45.62,52.826,0.64,1.45,0.8,44.34,42.71,18.26,443.35
Gurugram,2016-10-04,83.23,45.62,37.45,22.017499999999995,1.23,39.34,6.07,15.64,18.26,190.0
Gurugram,2016-10-05,63.89,45.62,9.04,2.91,1.25,45.35,5.02,13.03,18.26,155.0
Gurugram,2016-10-06,120.93,45.62,6.66,6.71,0.35,18.14,2.34,4.95,18.26,296.0
Gurugram,2016-10-07,120.93,45.62,6.99,1.9,0.36,58.77,3.99,4.95,18.26,296.0
Gurugram,2016-10-08,120.93,45.62,6.99,1.9,0.0,58.77,3.99,6.95,18.26,296.0
Gurugram,2016-10-09,33.19,45.62,6.99,3.09,0.5,11.2,3.99,6.95,18.26,54.0
Gurugram,2016-10-10,68.82,45.62,6.99,2.31,0.53,41.83,3.99,6.95,18.26,164.0
Gurugram,2016-10-11,174.01,45.62,10.18,15.59,0.53,21.1,7.7,6.95,18.26,164.0
Gurugram,2016-10-12,162.03,45.62,10.34,3.24,0.53,11.3,7.87,6.95,18.26,368.0
Gurugram,2016-11-01,162.03,45.62,8.36,7.83,1.98,16.98,16.55,13.92,18.26,368.0
Gurugram,2016-11-02,162.03,45.62,18.68,6.97,0.18,15.12,11.17,11.69,18.26,368.0
Gurugram,2016-11-03,162.03,45.62,18.68,6.97,0.18,15.12,11.17,11.69,18.26,368.0
Gurugram,2016-11-04,84.45,45.62,30.12,18.06,0.95,34.36,5.48,13.37,18.26,186.0
Gurugram,2016-11-05,53.98,45.62,9.56,2.77,1.11,53.47,5.43,12.2,18.26,90.0
Gurugram,2016-11-06,65.59,45.62,6.79,2.85,0.33,35.97,2.33,4.98,18.26,245.0
Gurugram,2016-11-07,65.59,45.62,6.97,2.02,0.33,60.48,3.99,4.95,18.26,245.0
Gurugram,2016-11-08,17.83,45.62,12.76,2.42,0.18,60.48,7.87,7.0,18.26,245.0
Gurugram,2016-11-09,32.64,45.62,12.76,2.15,0.52,11.72,7.87,7.0,18.26,55.0
Gurugram,2016-11-10,94.24,45.62,12.76,2.43,0.5,48.24,7.87,7.0,18.26,182.0
Gurugram,2016-11-11,269.34,45.62,10.13,4.03,0.5,24.94,7.9,7.0,18.26,403.0
Gurugram,2016-11-12,139.54,45.62,10.44,8.57,0.5,13.18,7.83,7.0,18.26,313.0
Gurugram,2016-12-01,139.54,45.62,8.94,5.99,1.18,8.56,15.19,14.2,18.26,313.0
Gurugram,2016-12-02,139.54,45.62,15.92,11.11,1.57,18.56,9.17,11.05,18.26,313.0
Gurugram,2016-12-03,139.54,45.62,15.92,11.11,1.57,18.56,9.17,11.05,18.26,313.0
Gurugram,2016-12-04,70.79,45.62,21.94,15.18,0.91,41.77,4.68,12.36,18.26,144.0
Gurugram,2016-12-05,75.08,45.62,6.07,2.88,1.34,42.03,2.87,8.95,18.26,112.0
Gurugram,2016-12-06,70.45,45.62,6.92,3.5,0.39,34.68,2.17,4.93,18.26,103.0
Gurugram,2016-12-07,70.45,45.62,7.05,2.27,0.44,47.14,3.99,4.97,18.26,103.0
Gurugram,2016-12-08,163.37,45.62,4.38,1.91,0.32,47.14,3.34,6.97,18.26,230.0
Gurugram,2016-12-09,35.4,45.62,4.38,2.02,0.52,9.97,3.34,6.97,18.26,59.0
Gurugram,2016-12-10,240.11,45.62,4.38,3.32,0.51,48.28,3.34,6.97,18.26,273.0
Gurugram,2016-12-11,106.74,45.62,10.14,2.88,0.51,32.51,7.96,6.97,18.26,335.0
Gurugram,2016-12-12,199.98,45.62,10.4,9.96,0.51,11.54,7.94,6.97,18.26,357.0
Gurugram,2017-01-01,216.51,45.62,10.67,7.48,2.540999999999999,13.66,7.89,6.97,18.26,385.0
Gurugram,2017-01-02,168.39,45.62,8.65,4.34,0.76,2.71,4.49,6.97,18.26,369.0
Gurugram,2017-01-03,122.11,45.62,13.98,13.01,0.76,30.88,3.91,6.97,18.26,310.0
Gurugram,2017-01-04,128.14,45.62,10.13,17.36,0.62,43.73,4.05,6.97,18.26,294.0
Gurugram,2017-01-05,64.79,45.62,21.2,9.59,0.6,49.84,5.96,6.97,18.26,98.0
Gurugram,2017-01-06,106.44,45.62,14.73,1.67,0.51,35.9,8.61,6.97,18.26,282.0
Gurugram,2017-01-07,76.66,45.62,10.02,3.81,0.48,17.05,5.93,6.97,18.26,126.0
Gurugram,2017-01-08,16.12,45.62,30.39,6.6,0.94,18.17,2.55,6.97,18.26,72.0
Gurugram,2017-01-09,34.03,45.62,26.14,3.96,0.9,12.36,10.76,6.97,18.26,58.0
Gurugram,2017-01-10,113.12,45.62,21.61,4.29,1.0,28.09,3.38,24.43,18.26,284.0
Gurugram,2017-01-11,174.9,45.62,23.15,5.49,1.75,33.53,9.87,20.94,18.26,353.0
Gurugram,2017-01-12,173.88,45.62,17.64,10.36,2.08,23.16,30.25,34.08,18.26,336.0
Gurugram,2017-02-01,316.835,45.62,10.29,9.92,2.540999999999999,6.82,7.92,34.08,18.26,443.35
Gurugram,2017-02-02,293.59,45.62,40.59,15.41,0.39,4.36,28.69,34.08,18.26,443.35
Gurugram,2017-02-03,120.83,45.62,16.15,12.15,0.65,25.1,4.26,34.08,18.26,272.0
Gurugram,2017-02-04,91.59,45.62,11.87,17.08,0.56,59.14,5.19,34.08,18.26,267.0
Gurugram,2017-02-05,113.6,45.62,24.39,13.2,0.58,64.12,5.9,34.08,18.26,168.0
Gurugram,2017-02-06,308.48,45.62,14.46,3.54,0.41,41.76,5.9,34.08,18.26,395.0
Gurugram,2017-02-07,61.17,45.62,10.01,3.57,0.51,17.83,5.97,34.08,18.26,156.0
Gurugram,2017-02-08,28.56,45.62,30.44,6.98,0.89,23.79,2.45,34.08,18.26,72.0
Gurugram,2017-02-09,33.97,45.62,25.98,2.34,0.93,12.16,2.44,34.08,18.26,57.0
Gurugram,2017-02-10,93.61,45.62,21.9,5.28,0.99,25.6,2.47,24.99,18.26,247.0
Gurugram,2017-02-11,157.43,45.62,23.7,6.59,1.68,45.12,9.87,21.23,18.26,331.0
Gurugram,2017-02-12,180.22,45.62,11.91,11.12,1.87,16.78,26.52,26.1,18.26,350.0
Gurugram,2017-03-01,276.39,45.62,10.39,9.69,2.540999999999999,7.21,9.43,26.1,18.26,443.35
Gurugram,2017-03-02,289.36,45.62,52.826,11.09,1.16,17.89,64.145,26.1,18.26,443.0
Gurugram,2017-03-03,82.44,45.62,17.95,9.5,0.54,50.65,7.77,26.1,18.26,237.0
Gurugram,2017-03-04,118.71,45.62,10.65,22.017499999999995,0.6,49.23,4.69,26.1,18.26,240.0
Gurugram,2017-03-05,154.13,45.62,20.37,22.017499999999995,0.54,29.94,6.0,26.1,18.26,299.0
Gurugram,2017-03-06,92.71,45.62,14.66,3.55,0.37,15.22,5.94,26.1,18.26,366.0
Gurugram,2017-03-07,69.17,45.62,10.08,3.42,0.5,22.87,5.91,26.1,18.26,88.0
Gurugram,2017-03-08,35.52,45.62,30.36,7.61,0.91,20.05,2.61,26.1,18.26,68.0
Gurugram,2017-03-09,33.95,45.62,26.13,3.26,0.92,11.25,2.54,26.1,18.26,57.0
Gurugram,2017-03-10,90.15,45.62,20.41,4.7,0.94,32.0,2.13,23.46,18.26,193.0
Gurugram,2017-03-11,171.54,45.62,24.04,6.76,1.17,30.22,16.04,25.86,18.26,335.0
Gurugram,2017-03-12,171.86,45.62,13.41,10.33,2.15,21.42,17.65,19.13,18.26,338.0
Gurugram,2017-04-01,316.835,45.62,10.57,8.46,2.540999999999999,8.79,9.56,19.13,18.26,443.35
Gurugram,2017-04-02,197.89,45.62,24.41,4.24,0.75,28.8,42.75,19.13,18.26,395.0
Gurugram,2017-04-03,92.77,45.62,17.8,9.13,0.56,54.11,7.95,19.13,18.26,226.0
Gurugram,2017-04-04,107.34,45.62,9.99,18.42,0.54,37.62,3.47,19.13,18.26,272.0
Gurugram,2017-04-05,217.14,45.62,17.96,7.41,0.48,51.83,5.93,19.13,18.26,363.0
Gurugram,2017-04-06,217.14,45.62,17.96,7.41,0.48,51.83,5.93,19.13,18.26,363.0
Gurugram,2017-04-07,110.09,45.62,10.18,3.98,0.48,16.7,5.95,19.13,18.26,219.0
Gurugram,2017-04-08,46.25,45.62,30.46,7.48,0.9,21.38,2.03,19.13,18.26,68.0
Gurugram,2017-04-09,33.68,45.62,26.0,4.52,2.540999999999999,13.92,3.37,19.13,18.26,96.0
Gurugram,2017-04-10,90.59,45.62,19.46,6.33,0.69,30.07,3.21,23.75,18.26,209.0
Gurugram,2017-04-11,171.96,45.62,25.68,5.96,1.78,32.78,13.87,24.26,18.26,337.0
Gurugram,2017-04-12,198.58,45.62,17.33,8.46,2.21,18.03,12.7,17.72,18.26,347.0
Gurugram,2017-05-01,248.09,45.62,10.52,5.83,2.540999999999999,13.19,2.98,17.72,18.26,409.0
Gurugram,2017-05-02,157.03,45.62,11.41,3.08,0.71,34.33,14.04,17.72,18.26,333.0
Gurugram,2017-05-03,73.25,45.62,18.16,9.33,0.55,60.3,8.28,17.72,18.26,162.0
Gurugram,2017-05-04,50.29,45.62,10.04,6.58,0.51,39.63,2.25,17.72,18.26,141.0
Gurugram,2017-05-05,203.45,45.62,19.65,15.76,0.62,60.8,5.96,17.72,18.26,376.0
Gurugram,2017-05-06,115.7,45.62,26.18,3.23,0.37,37.32,5.9,17.72,18.26,376.0
Gurugram,2017-05-07,316.835,45.62,10.14,3.74,0.46,15.97,5.94,17.72,18.26,332.0
Gurugram,2017-05-08,46.38,45.62,30.67,5.38,0.89,33.9,1.98,17.72,18.26,84.0
Gurugram,2017-05-09,33.98,45.62,26.24,4.78,1.03,13.67,1.04,17.72,18.26,88.0
Gurugram,2017-05-10,79.04,45.62,17.3,5.45,0.13,74.525,1.51,20.05,18.26,196.0
Gurugram,2017-05-11,162.81,45.62,24.27,6.95,1.52,34.6,20.15,29.6,18.26,340.0
Gurugram,2017-05-12,207.67,45.62,19.69,8.77,2.540999999999999,14.37,7.53,16.1,18.26,372.0
Gurugram,2017-06-01,229.34,45.62,10.36,4.0,2.540999999999999,12.72,3.79,16.1,18.26,409.0
Gurugram,2017-06-02,135.66,45.62,11.2,5.49,0.73,21.4,7.88,16.1,18.26,325.0
Gurugram,2017-06-03,85.19,45.62,16.83,12.15,0.58,45.58,5.9,16.1,18.26,171.0
Gurugram,2017-06-04,108.87,45.62,10.41,7.33,0.5,41.81,2.5,16.1,18.26,102.0
Gurugram,2017-06-05,181.36,45.62,34.12,22.017499999999995,0.69,53.66,5.93,16.1,18.26,357.0
Gurugram,2017-06-06,316.835,45.62,16.14,3.88,0.4,19.15,5.92,16.1,18.26,408.0
Gurugram,2017-06-07,97.11,45.62,10.06,3.85,0.49,17.69,5.96,16.1,18.26,402.0
Gurugram,2017-06-08,41.5,45.62,31.37,7.35,0.0,11.35,1.48,16.1,18.26,76.0
Gurugram,2017-06-09,34.07,45.62,26.05,5.12,0.94,12.08,1.71,16.1,18.26,63.0
Gurugram,2017-06-10,74.37,45.62,22.53,4.48,0.54,54.23,1.48,16.21,18.26,63.0
Gurugram,2017-06-11,168.65,45.62,22.3,7.68,1.88,24.93,17.81,27.26,18.26,332.0
Gurugram,2017-06-12,115.57,45.62,18.95,6.07,1.74,20.02,10.38,18.1,18.26,325.0
Gurugram,2017-07-01,190.41,45.62,10.34,5.4,2.540999999999999,4.12,4.02,18.1,18.26,367.0
Gurugram,2017-07-02,118.32,45.62,9.24,4.08,0.62,32.85,4.47,18.1,18.26,299.0
Gurugram,2017-07-03,131.31,45.62,13.54,14.72,0.7,39.73,4.56,18.1,18.26,247.0
Gurugram,2017-07-04,316.835,45.62,8.91,12.99,0.53,38.95,1.66,18.1,18.26,443.35
Gurugram,2017-07-05,183.68,45.62,31.54,22.017499999999995,0.63,58.54,5.96,18.1,18.26,346.0
Gurugram,2017-07-06,316.835,45.62,12.27,3.67,0.4,25.64,6.02,18.1,18.26,443.35
Gurugram,2017-07-07,316.835,45.62,10.06,3.61,0.5,18.06,5.96,18.1,18.26,404.0
Gurugram,2017-07-08,41.47,45.62,31.36,7.34,0.0,18.06,1.5,18.1,18.26,404.0
Gurugram,2017-07-09,33.86,45.62,26.0,5.03,0.97,12.97,1.79,18.1,18.26,63.0
Gurugram,2017-07-10,91.11,45.62,24.96,3.73,0.51,21.17,1.41,16.01,18.26,174.0
Gurugram,2017-07-11,236.77,45.62,23.36,7.86,2.05,29.88,16.28,26.17,18.26,360.0
Gurugram,2017-07-12,93.33,45.62,18.98,6.66,1.92,25.39,9.46,12.63,18.26,238.0
Gurugram,2017-08-01,179.39,45.62,10.22,4.16,2.540999999999999,16.58,5.22,12.63,18.26,357.0
Gurugram,2017-08-02,184.47,45.62,7.39,6.74,0.81,23.38,6.09,12.63,18.26,330.0
Gurugram,2017-08-03,68.46,45.62,15.94,12.59,0.57,42.02,4.51,12.63,18.26,223.0
Gurugram,2017-08-04,83.21,45.62,6.07,17.09,0.57,49.3,1.46,12.63,18.26,307.0
Gurugram,2017-08-05,158.7,45.62,17.98,12.52,0.7,74.525,5.52,12.63,18.26,344.0
Gurugram,2017-08-06,63.0,45.62,14.01,3.95,0.41,24.78,5.94,12.63,18.26,236.0
Gurugram,2017-08-07,137.34,45.62,10.09,3.59,0.51,22.11,5.93,12.63,18.26,372.0
Gurugram,2017-08-08,41.47,45.62,31.36,7.34,0.0,22.11,1.5,12.63,18.26,372.0
Gurugram,2017-08-09,45.31,45.62,25.82,4.65,1.09,17.47,3.16,12.63,18.26,78.0
Gurugram,2017-08-10,63.02,45.62,22.23,3.47,0.26,50.41,3.15,20.5,18.26,78.0
Gurugram,2017-08-11,316.835,45.62,22.88,7.93,2.540999999999999,21.77,15.0,24.91,18.26,443.35
Gurugram,2017-08-12,103.25,45.62,19.38,7.68,2.28,32.23,10.19,0.0,18.26,206.0
Gurugram,2017-09-01,177.05,45.62,10.23,6.26,2.540999999999999,12.16,4.94,0.0,18.26,361.0
Gurugram,2017-09-02,196.09,45.62,7.38,7.01,0.76,28.66,5.21,0.0,18.26,354.0
Gurugram,2017-09-03,67.09,45.62,16.52,9.52,0.54,37.61,5.68,0.0,18.26,123.0
Gurugram,2017-09-04,143.02,45.62,9.81,15.85,0.49,72.77,1.56,0.0,18.26,304.0
Gurugram,2017-09-05,186.31,45.62,19.64,14.3,0.42,38.15,7.65,0.0,18.26,333.0
Gurugram,2017-09-06,316.835,45.62,17.86,3.6,0.41,15.05,5.93,0.0,18.26,340.0
Gurugram,2017-09-07,316.835,45.62,10.24,3.67,0.49,12.89,5.94,0.0,18.26,443.35
Gurugram,2017-09-08,34.18,45.62,30.49,5.41,1.4,13.08,4.2,0.0,18.26,443.35
Gurugram,2017-09-09,67.28,45.62,25.89,4.38,1.0,20.76,3.59,0.0,18.26,109.0
Gurugram,2017-09-10,80.75,45.62,24.67,7.62,0.84,22.99,6.24,16.0,18.26,154.0
Gurugram,2017-09-11,316.835,45.62,22.78,9.48,2.11,23.35,18.87,27.95,18.26,443.35
Gurugram,2017-09-12,140.45,45.62,19.6,8.71,2.29,25.82,9.49,0.0,18.26,305.0
Gurugram,2017-10-01,192.79,45.62,10.25,3.57,2.540999999999999,21.26,4.9,0.0,18.26,374.0
Gurugram,2017-10-02,151.15,45.62,9.52,3.49,0.67,33.01,6.84,0.0,18.26,338.0
Gurugram,2017-10-03,28.78,45.62,17.54,7.11,0.49,41.6,6.94,0.0,18.26,73.0
Gurugram,2017-10-04,177.17,45.62,10.79,22.017499999999995,0.51,74.525,3.61,0.0,18.26,319.0
Gurugram,2017-10-05,192.79,45.62,17.35,3.85,0.46,49.95,5.97,0.0,18.26,354.0
Gurugram,2017-10-06,107.85,45.62,15.21,4.04,0.42,15.06,5.92,0.0,18.26,345.0
Gurugram,2017-10-07,147.12,45.62,10.06,3.3,0.53,9.91,5.93,0.0,18.26,345.0
Gurugram,2017-10-08,47.05,45.62,30.39,6.32,0.87,26.24,3.12,0.0,18.26,92.0
Gurugram,2017-10-09,72.11,45.62,25.88,4.62,0.97,17.71,4.89,0.0,18.26,131.0
Gurugram,2017-10-10,83.99,45.62,24.35,6.86,0.88,26.71,4.81,0.0,18.26,182.0
Gurugram,2017-10-11,316.835,45.62,22.97,10.28,1.98,19.26,17.26,26.02,18.26,443.35
Gurugram,2017-10-12,193.87,45.62,18.97,11.07,2.09,25.97,9.51,0.0,18.26,346.0
Gurugram,2017-11-01,224.34,45.62,10.37,5.64,2.540999999999999,22.79,3.91,0.0,18.26,365.0
Gurugram,2017-11-02,156.03,45.62,8.08,5.36,0.73,27.57,4.85,0.0,18.26,332.0
Gurugram,2017-11-03,50.16,45.62,17.71,6.47,0.5,43.13,7.29,0.0,18.26,70.0
Gurugram,2017-11-04,104.07,45.62,10.61,22.017499999999995,0.56,72.13,5.14,0.0,18.26,321.0
Gurugram,2017-11-05,134.78,45.62,20.12,4.26,0.53,45.77,5.83,0.0,18.26,334.0
Gurugram,2017-11-06,316.835,45.62,15.76,3.64,0.5,39.7,5.96,0.0,18.26,390.0
Gurugram,2017-11-07,316.835,45.62,10.04,1.7,0.61,15.51,5.92,0.0,18.26,377.0
Gurugram,2017-11-08,38.07,45.62,30.26,8.8,0.87,24.16,0.48,0.0,18.26,82.0
Gurugram,2017-11-09,79.97,45.62,25.36,4.79,0.88,17.61,3.22,0.0,18.26,142.0
Gurugram,2017-11-10,83.88,45.62,24.58,5.42,0.73,21.74,4.93,18.43,18.26,176.0
Gurugram,2017-11-11,310.3,45.62,23.17,8.55,2.07,28.94,17.57,27.05,18.26,443.35
Gurugram,2017-11-12,169.32,45.62,19.13,7.19,1.52,15.43,10.92,0.0,18.26,348.0
Gurugram,2017-12-01,287.49,45.62,10.56,6.3,2.540999999999999,20.84,3.19,0.0,18.26,431.0
Gurugram,2017-12-02,239.49,45.62,5.92,8.62,0.89,33.06,5.16,0.0,18.26,359.0
Gurugram,2017-12-03,61.95,45.62,16.63,5.77,0.55,44.28,6.91,0.0,18.26,137.0
Gurugram,2017-12-04,113.49,45.62,9.45,19.77,0.6,62.93,4.29,0.0,18.26,222.0
Gurugram,2017-12-05,310.69,45.62,22.02,3.08,0.51,43.39,13.91,0.0,18.26,409.0
Gurugram,2017-12-06,120.38,45.62,16.62,4.18,0.51,35.77,5.99,0.0,18.26,357.0
Gurugram,2017-12-07,75.84,45.62,13.83,6.08,0.72,8.85,5.15,0.0,18.26,443.35
Gurugram,2017-12-08,31.51,45.62,30.29,5.76,1.02,19.9,0.41,0.0,18.26,59.0
Gurugram,2017-12-09,95.69,45.62,25.88,4.72,1.12,14.26,2.17,0.0,18.26,238.0
Gurugram,2017-12-10,77.28,45.62,23.5,5.58,0.61,34.77,2.29,21.51,18.26,169.0
Gurugram,2017-12-11,316.835,45.62,22.99,6.64,1.79,37.87,12.59,23.03,18.26,443.35
Gurugram,2017-12-12,85.9,45.62,16.58,4.67,1.49,19.68,24.26,0.0,18.26,236.0
Gurugram,2018-01-01,316.835,17.16,24.02,8.7,2.31,19.58,32.89,36.49,18.26,410.0
Gurugram,2018-01-02,134.25,253.95,21.94,8.99,1.66,18.05,32.41,45.89,18.26,302.0
Gurugram,2018-01-03,109.26,216.02,43.22,8.99,1.18,73.74,19.62,38.51,18.26,287.0
Gurugram,2018-01-04,100.59,161.19,19.5,8.99,2.53,14.64,31.51,33.96,18.26,208.0
Gurugram,2018-01-05,57.47,137.77,12.64,1.07,0.22,30.91,13.16,20.18,18.26,136.0
Gurugram,2018-01-06,110.07,228.87,27.94,1.19,0.81,40.98,14.69,33.6,18.26,216.0
Gurugram,2018-01-07,37.7,228.87,21.38,6.38,0.9,24.7,8.49,22.37,18.26,76.0
Gurugram,2018-01-08,77.4,228.87,26.66,5.1,0.91,18.01,8.7,21.46,18.26,138.0
Gurugram,2018-01-09,48.51,228.87,19.63,9.27,0.58,12.89,24.7,27.92,18.26,143.0
Gurugram,2018-01-10,73.69,217.73,27.4,4.36,0.83,34.57,24.34,40.85,18.26,183.0
Gurugram,2018-01-11,236.55,280.89,49.81,13.67,1.01,39.88,64.145,81.19949999999997,18.26,402.0
Gurugram,2018-01-12,119.25,255.28,26.8,12.73,0.81,36.36,64.145,80.82,18.26,267.0
Gurugram,2018-02-01,316.835,255.28,20.52,12.73,2.11,17.54,45.23,32.88,18.26,443.35
Gurugram,2018-02-02,162.5,351.43,20.99,6.69,1.52,20.04,39.61,46.27,18.26,328.0
Gurugram,2018-02-03,102.12,167.04,49.83,6.69,1.25,74.525,16.01,41.11,18.26,264.0
Gurugram,2018-02-04,58.41,128.53,21.92,6.69,1.61,16.42,33.14,32.93,18.26,173.0
Gurugram,2018-02-05,59.63,158.02,12.5,6.69,0.12,29.73,12.59,19.35,18.26,126.0
Gurugram,2018-02-06,75.9,145.61,27.59,0.87,0.75,47.83,14.59,33.13,18.26,236.0
Gurugram,2018-02-07,43.68,145.61,21.42,6.02,1.11,22.89,8.58,22.46,18.26,103.0
Gurugram,2018-02-08,126.74,145.61,25.24,6.17,0.55,17.7,8.69,22.46,18.26,242.0
Gurugram,2018-02-09,48.03,145.61,12.48,5.59,0.15,19.13,5.11,2.64,18.26,242.0
Gurugram,2018-02-10,94.13,213.48,27.21,4.22,0.85,36.78,32.48,48.97,18.26,199.0
Gurugram,2018-02-11,218.31,317.43,40.28,10.39,0.77,46.08,32.13,55.94,18.26,382.0
Gurugram,2018-02-12,81.43,107.25,24.59,11.86,0.82,36.75,64.145,81.19949999999997,18.26,191.0
Gurugram,2018-03-01,230.85,394.6839999999999,19.46,8.35,2.26,16.49,37.01,34.05,18.26,443.35
Gurugram,2018-03-02,116.74,247.25,22.73,7.93,1.48,26.56,28.41,43.2,18.26,279.0
Gurugram,2018-03-03,93.67,166.32,45.8,7.93,1.18,74.525,13.82,38.18,18.26,231.0
Gurugram,2018-03-04,85.98,186.86,18.88,7.93,1.6,15.76,33.06,34.23,18.26,148.0
Gurugram,2018-03-05,42.96,96.02,16.8,7.93,0.1,23.55,13.65,23.56,18.26,122.0
Gurugram,2018-03-06,65.38,130.7,27.61,1.14,0.82,44.26,14.69,33.23,18.26,132.0
Gurugram,2018-03-07,47.39,130.7,21.69,6.09,0.88,28.91,8.59,22.62,18.26,102.0
Gurugram,2018-03-08,120.1,130.7,26.08,6.97,0.66,15.7,9.66,23.49,18.26,307.0
Gurugram,2018-03-09,36.14,130.7,24.62,5.64,0.06,28.59,15.74,2.83,18.26,307.0
Gurugram,2018-03-10,79.82,183.93,17.98,6.03,0.86,36.83,35.03,35.37,18.26,193.0
Gurugram,2018-03-11,178.76,295.81,18.37,7.5,0.89,56.68,22.84,36.75,18.26,360.0
Gurugram,2018-03-12,113.31,212.23,26.46,13.5,0.65,42.6,64.145,81.19949999999997,18.26,222.0
Gurugram,2018-04-01,179.21,339.33,21.19,8.56,2.27,18.69,31.09,38.64,18.26,354.0
Gurugram,2018-04-02,125.94,276.56,22.13,8.47,1.44,33.25,21.47,36.43,18.26,257.0
Gurugram,2018-04-03,75.85,160.73,41.31,8.47,1.16,68.28,17.13,37.47,18.26,219.0
Gurugram,2018-04-04,97.55,211.96,19.24,8.47,1.61,15.85,35.92,35.87,18.26,204.0
Gurugram,2018-04-05,38.57,83.46,16.46,8.47,0.11,32.58,13.16,21.7,18.26,94.0
Gurugram,2018-04-06,82.98,159.65,26.74,0.98,0.82,43.96,15.56,33.93,18.26,144.0
Gurugram,2018-04-07,54.79,159.65,21.43,10.57,0.62,30.06,8.75,22.61,18.26,93.0
Gurugram,2018-04-08,171.29,159.65,25.0,6.21,0.55,16.8,8.74,22.37,18.26,303.0
Gurugram,2018-04-09,48.54,159.65,23.85,7.03,0.29,10.58,14.31,21.83,18.26,303.0
Gurugram,2018-04-10,109.59,196.31,17.15,6.63,1.05,40.47,48.64,33.63,18.26,240.0
